"TIME","GEO","UNIT","TRA_MEAS","SCHEDULE","TRA_COV","Value","Flag and Footnotes"
"2014","Greece","Passenger","Passengers on board","Total","Total transport","39,116,331",""
"2014","Greece","Passenger","Passengers on board (arrivals)","Total","Total transport","22,242,431",""
"2014","Greece","Passenger","Passengers on board (departures)","Total","Total transport","22,798,238",""
"2014","Greece","Passenger","Passengers carried","Total","Total transport","39,117,833",""
"2014","Greece","Passenger","Passengers carried (arrival)","Total","Total transport","22,242,431",""
"2014","Greece","Passenger","Passengers carried (departures)","Total","Total transport","22,798,239",""
"2014","Spain","Passenger","Passengers on board","Total","Total transport","165,710,956",""
"2014","Spain","Passenger","Passengers on board (arrivals)","Total","Total transport","97,457,475",""
"2014","Spain","Passenger","Passengers on board (departures)","Total","Total transport","97,341,556",""
"2014","Spain","Passenger","Passengers carried","Total","Total transport","165,354,382",""
"2014","Spain","Passenger","Passengers carried (arrival)","Total","Total transport","97,072,141",""
"2014","Spain","Passenger","Passengers carried (departures)","Total","Total transport","97,383,909",""
"2014","France","Passenger","Passengers on board","Total","Total transport","137,173,327",""
"2014","France","Passenger","Passengers on board (arrivals)","Total","Total transport","82,422,240",""
"2014","France","Passenger","Passengers on board (departures)","Total","Total transport","82,476,782",""
"2014","France","Passenger","Passengers carried","Total","Total transport","136,360,671",""
"2014","France","Passenger","Passengers carried (arrival)","Total","Total transport","81,812,884",""
"2014","France","Passenger","Passengers carried (departures)","Total","Total transport","81,882,418",""
"2014","Italy","Passenger","Passengers on board","Total","Total transport","119,434,054",""
"2014","Italy","Passenger","Passengers on board (arrivals)","Total","Total transport","73,379,721",""
"2014","Italy","Passenger","Passengers on board (departures)","Total","Total transport","73,042,430",""
"2014","Italy","Passenger","Passengers carried","Total","Total transport","121,164,587",""
"2014","Italy","Passenger","Passengers carried (arrival)","Total","Total transport","74,786,573",""
"2014","Italy","Passenger","Passengers carried (departures)","Total","Total transport","75,114,163",""
"2014","Cyprus","Passenger","Passengers on board","Total","Total transport","7,428,455",""
"2014","Cyprus","Passenger","Passengers on board (arrivals)","Total","Total transport","3,712,628",""
"2014","Cyprus","Passenger","Passengers on board (departures)","Total","Total transport","3,715,832",""
"2014","Cyprus","Passenger","Passengers carried","Total","Total transport","7,328,546",""
"2014","Cyprus","Passenger","Passengers carried (arrival)","Total","Total transport","3,662,662",""
"2014","Cyprus","Passenger","Passengers carried (departures)","Total","Total transport","3,665,889",""
"2014","Latvia","Passenger","Passengers on board","Total","Total transport","4,822,828",""
"2014","Latvia","Passenger","Passengers on board (arrivals)","Total","Total transport","2,404,038",""
"2014","Latvia","Passenger","Passengers on board (departures)","Total","Total transport","2,418,790",""
"2014","Latvia","Passenger","Passengers carried","Total","Total transport","4,802,282",""
"2014","Latvia","Passenger","Passengers carried (arrival)","Total","Total transport","2,404,038",""
"2014","Latvia","Passenger","Passengers carried (departures)","Total","Total transport","2,398,244",""
"2014","Lithuania","Passenger","Passengers on board","Total","Total transport","3,824,888",""
"2014","Lithuania","Passenger","Passengers on board (arrivals)","Total","Total transport","1,911,044",""
"2014","Lithuania","Passenger","Passengers on board (departures)","Total","Total transport","1,914,233",""
"2014","Lithuania","Passenger","Passengers carried","Total","Total transport","3,798,110",""
"2014","Lithuania","Passenger","Passengers carried (arrival)","Total","Total transport","1,897,563",""
"2014","Lithuania","Passenger","Passengers carried (departures)","Total","Total transport","1,900,752",""
"2014","Luxembourg","Passenger","Passengers on board","Total","Total transport","2,433,966",""
"2014","Luxembourg","Passenger","Passengers on board (arrivals)","Total","Total transport","1,209,958",""
"2014","Luxembourg","Passenger","Passengers on board (departures)","Total","Total transport","1,224,145",""
"2014","Luxembourg","Passenger","Passengers carried","Total","Total transport","2,433,966",""
"2014","Luxembourg","Passenger","Passengers carried (arrival)","Total","Total transport","1,209,958",""
"2014","Luxembourg","Passenger","Passengers carried (departures)","Total","Total transport","1,224,145",""
"2014","Hungary","Passenger","Passengers on board","Total","Total transport","9,054,848",""
"2014","Hungary","Passenger","Passengers on board (arrivals)","Total","Total transport","4,495,411",""
"2014","Hungary","Passenger","Passengers on board (departures)","Total","Total transport","4,559,437",""
"2014","Hungary","Passenger","Passengers carried","Total","Total transport","9,054,848",""
"2014","Hungary","Passenger","Passengers carried (arrival)","Total","Total transport","4,495,411",""
"2014","Hungary","Passenger","Passengers carried (departures)","Total","Total transport","4,559,437",""
"2014","Malta","Passenger","Passengers on board","Total","Total transport","4,286,626",""
"2014","Malta","Passenger","Passengers on board (arrivals)","Total","Total transport","2,144,199",""
"2014","Malta","Passenger","Passengers on board (departures)","Total","Total transport","2,142,427",""
"2014","Malta","Passenger","Passengers carried","Total","Total transport","4,290,032",""
"2014","Malta","Passenger","Passengers carried (arrival)","Total","Total transport","2,144,199",""
"2014","Malta","Passenger","Passengers carried (departures)","Total","Total transport","2,145,833",""
"2014","Netherlands","Passenger","Passengers on board","Total","Total transport","61,163,636",""
"2014","Netherlands","Passenger","Passengers on board (arrivals)","Total","Total transport","30,562,698",""
"2014","Netherlands","Passenger","Passengers on board (departures)","Total","Total transport","30,606,823",""
"2014","Netherlands","Passenger","Passengers carried","Total","Total transport","60,963,003",""
"2014","Netherlands","Passenger","Passengers carried (arrival)","Total","Total transport","30,459,536",""
"2014","Netherlands","Passenger","Passengers carried (departures)","Total","Total transport","30,503,583",""
"2014","Austria","Passenger","Passengers on board","Total","Total transport",":",""
"2014","Austria","Passenger","Passengers on board (arrivals)","Total","Total transport",":",""
"2014","Austria","Passenger","Passengers on board (departures)","Total","Total transport",":",""
"2014","Austria","Passenger","Passengers carried","Total","Total transport","26,378,676",""
"2014","Austria","Passenger","Passengers carried (arrival)","Total","Total transport","13,426,475",""
"2014","Austria","Passenger","Passengers carried (departures)","Total","Total transport","13,526,480",""
"2014","Poland","Passenger","Passengers on board","Total","Total transport","25,743,021",""
"2014","Poland","Passenger","Passengers on board (arrivals)","Total","Total transport","13,561,331",""
"2014","Poland","Passenger","Passengers on board (departures)","Total","Total transport","13,649,733",""
"2014","Poland","Passenger","Passengers carried","Total","Total transport","25,714,422",""
"2014","Poland","Passenger","Passengers carried (arrival)","Total","Total transport","13,534,616",""
"2014","Poland","Passenger","Passengers carried (departures)","Total","Total transport","13,634,359",""
"2014","Portugal","Passenger","Passengers on board","Total","Total transport","32,259,584",""
"2014","Portugal","Passenger","Passengers on board (arrivals)","Total","Total transport","17,615,923",""
"2014","Portugal","Passenger","Passengers on board (departures)","Total","Total transport","17,360,965",""
"2014","Portugal","Passenger","Passengers carried","Total","Total transport","32,560,621",""
"2014","Portugal","Passenger","Passengers carried (arrival)","Total","Total transport","17,839,683",""
"2014","Portugal","Passenger","Passengers carried (departures)","Total","Total transport","17,586,144",""
"2014","Romania","Passenger","Passengers on board","Total","Total transport","11,014,976",""
"2014","Romania","Passenger","Passengers on board (arrivals)","Total","Total transport","5,684,108",""
"2014","Romania","Passenger","Passengers on board (departures)","Total","Total transport","5,762,135",""
"2014","Romania","Passenger","Passengers carried","Total","Total transport","10,907,487",""
"2014","Romania","Passenger","Passengers carried (arrival)","Total","Total transport","5,627,307",""
"2014","Romania","Passenger","Passengers carried (departures)","Total","Total transport","5,704,162",""
"2014","Slovenia","Passenger","Passengers on board","Total","Total transport","1,307,550",""
"2014","Slovenia","Passenger","Passengers on board (arrivals)","Total","Total transport","653,028",""
"2014","Slovenia","Passenger","Passengers on board (departures)","Total","Total transport","654,522",""
"2014","Slovenia","Passenger","Passengers carried","Total","Total transport","1,307,128",""
"2014","Slovenia","Passenger","Passengers carried (arrival)","Total","Total transport","652,606",""
"2014","Slovenia","Passenger","Passengers carried (departures)","Total","Total transport","654,522",""
"2014","Slovakia","Passenger","Passengers on board","Total","Total transport","1,687,772",""
"2014","Slovakia","Passenger","Passengers on board (arrivals)","Total","Total transport","844,987",""
"2014","Slovakia","Passenger","Passengers on board (departures)","Total","Total transport","864,636",""
